Product ID,Order ID,Order Date,Product name,Order Priority,Order Quantity,Unit Price,Discount,Shipping Price,Total,Total After Discount,Box Size,Shipping Cost,Box Cost,Delivery Date,Product Category,Product Base Margin %,Customer Id,Customer Name,Region,Customer Segment,Revenue,Source,YearMonth
PFS127082,211477,2017-02-24,Google Women's Scoop Neck Tee Black,Low,3,20.79,0.05,3.0,62.36,62.36,Large Box,2.1,1.48,2017-03-04,Women's-T-Shirts,73.32,100922589,Maureen Grace,Prarie,Consumer,42.14,Referral,2017-02
PFS127088,211478,2017-10-12,Google Men's Short Sleeve Performance Badge Tee Pewter,Medium,17,20.79,0.01,4.5,353.38,353.38,Small Box,3.15,0.56,2017-10-18,Men's-Performance Wear,80.0,100922588,Victor Price,Prarie,Consumer,278.99,Other,2017-10
PFS127094,211479,2017-11-28,YouTube Women's Fleece Hoodie Black,High,14,20.79,0.02,7.0,291.02,291.02,Small Box,4.9,0.56,2017-12-01,Women's-T-Shirts,87.0,100922587,Maurice Satty,Prarie,Consumer,247.72,Facebook Ads,2017-11
PFS127100,211480,2017-03-21,Google Men's Short Sleeve Hero Tee Charcoal,Critical,16,20.79,0.03,10.5,332.59,332.59,Small Box,7.35,0.56,2017-03-23,Men's-Performance Wear,72.68,100922586,Nick Radford,Prarie,Consumer,233.82,Google Ads,2017-03
PFS127101,211481,2017-01-07,Google Toddler Short Sleeve Tee Red,Very Low,1,21.94,0.09,2.33,21.94,21.94,Wrap Bag,1.63,0.34,2017-01-17,Kid's-Toddler,69.66,100922585,Irene Maddox,Prarie,Consumer,13.32,Facebook Ads,2017-01
PFS127102,211482,2017-07-20,Google Vintage Henley Grey/Black,Same Day,21,21.94,0.03,11.25,460.82,460.82,Small Box,7.88,0.56,2017-07-21,Men's-T-Shirts,68.68,100922584,Ryan Crowe,Prarie,Consumer,308.06,Facebook Ads,2017-07
PFS127104,211483,2017-11-26,Android Men's  Zip Hoodie,Low,2,22.09,0.03,3.5,44.17,44.17,Small Pack,2.45,0.38,2017-12-04,Android,68.26,100922583,Steven Ward,Prarie,Consumer,27.33,Facebook Ads,2017-11
PFS127106,211484,2017-06-28,Google Women's Vintage Hero Tee Platinum,Medium,8,22.75,0.08,2.25,182.0,182.0,Wrap Bag,1.58,0.34,2017-07-04,Women's-T-Shirts,84.12,100922582,Mick Crebagga,Prarie,Consumer,151.19,Facebook Ads,2017-06
PFS127109,211485,2017-05-28,Google Snapback Navy Cap,High,4,35.08,0.09,9.0,140.32,140.32,Wrap Bag,6.3,0.34,2017-05-31,Headgear,76.08,100922581,Tracy Zic,Prarie,Consumer,100.12,Google Ads,2017-05
PFS127111,211486,2017-11-19,Google Women's Lightweight Microfleece Jacket,Critical,21,35.1,0.09,12.0,737.1,737.1,Jumbo Drum,8.4,5.42,2017-11-21,Women's-Outerwear,92.16,100922580,Ross Baird,Prarie,Small Business,665.5,Referral,2017-11
PFS127112,211487,2017-05-07,Google Women's Yoga Jacket Black,Very Low,21,37.03,0.02,2.33,777.64,777.64,Small Box,1.63,0.56,2017-05-17,Women's-Outerwear,84.12,100922579,Patrick Ryan,Prarie,Home Office,651.96,Other,2017-05
PFS127113,211488,2017-09-18,Google Women's Short Sleeve Hero Tee Sky Blue,Same Day,6,37.03,0.05,9.0,222.18,222.18,Wrap Bag,6.3,0.34,2017-09-19,Women's-Outerwear,87.0,100922578,Michael Moore,Prarie,Consumer,186.66,Other,2017-09
PFS127116,211489,2017-11-17,Google Men's Softshell Jacket Black/Grey,Medium,21,38.61,0.02,5.25,810.81,810.81,Small Pack,3.68,0.38,2017-11-23,Men's-T-Shirts,74.44,100922577,Linda Southworth,Prarie,Consumer,599.52,Google Ads,2017-11
PFS127049,211490,2017-10-09,YouTube Custom Decals,Medium,11,0.53,0.09,3.0,5.86,5.86,Small Box,2.1,0.56,2017-10-15,Office,94.79,100922576,Thais Sissman,Prarie,Consumer,2.9,Facebook Ads,2017-10
PFS127036,211491,2017-07-21,Maze Pen,Medium,17,1.03,0.03,4.5,17.46,17.46,Small Box,3.15,0.56,2017-07-27,Office,76.08,100922575,Susan MacKendrick,Prarie,Consumer,9.57,TikTok Ads,2017-07
PFS127071,211492,2017-10-28,Keyboard DOT Sticker,Very Low,7,1.78,0.05,2.33,12.47,12.47,Wrap Bag,1.63,0.34,2017-11-07,Office,68.5,100922574,Valerie Dominguez,Prarie,Home Office,6.57,Other,2017-10
PFS127021,211493,2017-06-02,8 pc Android Sticker Sheet,Very Low,17,2.22,0.06,2.33,37.79,37.79,Small Pack,1.63,0.38,2017-06-12,Office,66.0,100922573,Sean Braxton,Prarie,Corporate,22.93,Other,2017-06
PFS127023,211494,2017-02-06,Switch Tone Color Crayon Pen,Critical,3,2.52,0.08,6.0,7.57,7.57,Jumbo Drum,4.2,5.42,2017-02-08,Office,74.44,100922572,Penelope Sewall,Prarie,Consumer,-3.98,Other,2017-02
PFS127031,211495,2017-11-11,Ballpoint LED Light Pen,High,19,2.89,0.06,6.0,54.83,54.83,Small Box,4.2,0.56,2017-11-14,Office,62.06,100922571,Valerie Takahito,Prarie,Small Business,29.27,Instagram Ads,2017-11
PFS127032,211496,2017-06-09,Android Small Removable Sticker Sheet,Medium,16,3.12,0.1,3.75,49.92,49.92,Jumbo Drum,2.63,5.42,2017-06-15,Accessories,61.16,100922570,Ed Braxton,Prarie,Consumer,22.49,Facebook Ads,2017-06
PFS127035,211497,2017-06-26,Google Doodle Decal,Low,1,3.12,0.04,3.5,3.12,3.12,Small Box,2.45,0.56,2017-07-04,Office,38.04,100922569,Denise Monton,Prarie,Consumer,-1.83,Google Ads,2017-06
PFS127033,211498,2017-05-15,Android Large Removable Sticker Sheet,Low,5,3.17,0.06,2.5,15.86,15.86,Jumbo Drum,1.75,5.42,2017-05-23,Accessories,60.86,100922568,Scot Wooten,Prarie,Small Business,2.49,TikTok Ads,2017-05
PFS127024,211499,2017-09-16,Google 22 oz Water Bottle,Same Day,8,3.41,0.08,15.75,27.25,27.25,Small Box,11.03,0.56,2017-09-17,Drinkware,72.68,100922567,Steve Chapman,Prarie,Home Office,8.22,Google Organic,2017-09
PFS127016,211500,2017-10-11,Google Laptop and Cell Phone Stickers,Low,10,3.6,0.05,2.5,36.01,36.01,Small Box,1.75,0.56,2017-10-19,Office,34.34,100922566,Logan Currie,Prarie,Consumer,10.05,Instagram Ads,2017-10
PFS127022,211501,2017-03-17,Four Color Retractable Pen,Medium,1,3.77,0.03,6.75,3.77,3.77,Small Box,4.73,0.56,2017-03-23,Office,84.12,100922565,Lindsay Williams,Prarie,Consumer,-2.12,Referral,2017-03
PFS127030,211502,2017-11-17,Waze Baby on Board Window Decal,High,11,3.89,0.01,4.0,42.76,42.76,Small Box,2.8,0.56,2017-11-20,Waze,62.44,100922564,Ken Black,Prarie,Corporate,23.33,Instagram Ads,2017-11
PFS127067,211503,2017-03-30,Google Sunglasses,Critical,11,4.11,0.02,4.5,45.19,45.19,Large Box,3.15,1.48,2017-04-01,Lifestyle,84.12,100922563,Stefanie Holloman,Prarie,Corporate,33.38,TikTok Ads,2017-03
PFS127012,211504,2017-05-19,Google Women's Short Sleeve Badge Tee Grey,Very Low,17,5.16,0.09,2.0,87.74,87.74,Small Box,1.4,0.56,2017-05-29,Apparel,36.66,100922562,Joe Elijah,Prarie,Home Office,30.2,Facebook Ads,2017-05
PFS127029,211505,2017-04-23,Windup Android,Same Day,12,5.16,0.08,18.0,61.93,61.93,Small Box,12.6,0.56,2017-04-24,Lifestyle,62.28,100922561,Keith Dawkins,Prarie,Consumer,25.41,Other,2017-04
PFS127062,211506,2017-12-17,Google Women's Short Sleeve Badge Tee Navy,Low,6,5.16,0.01,3.5,30.97,30.97,Small Box,2.45,0.56,2017-12-25,Apparel,57.14,100922560,Justin Deggeller,Atlantic,Consumer,14.68,Google Ads,2017-12
PFS127107,211507,2017-10-05,Google Women's Scoop Neck Tee White,Medium,17,5.2,0.03,6.75,88.4,88.4,Small Box,4.73,0.56,2017-10-11,Apparel,80.0,100922559,John Lee,Atlantic,Consumer,65.43,Google Ads,2017-10
PFS127128,211508,2017-02-10,YouTube Men's Long & Lean Tee Charcoal,High,2,15.2,0.05,7.0,30.4,30.4,Small Box,4.9,0.56,2017-02-13,Men's-Performance Wear,78.0,100922558,Erin Mull,Atlantic,Consumer,18.25,Referral,2017-02
PFS127034,211509,2017-10-23,Emoji Sticker Sheet,Critical,14,25.21,0.07,9.0,352.98,352.98,Small Pack,6.3,0.38,2017-10-25,Accessories,55.32,100922557,Nona Balk,Atlantic,Consumer,188.59,Instagram Ads,2017-10
PFS127061,211510,2017-06-29,Google Device Stand,Very Low,13,5.24,0.06,2.0,68.11,68.11,Wrap Bag,1.4,0.34,2017-07-09,Nest,57.62,100922556,Patrick Gardner,Atlantic,Consumer,37.51,Facebook Ads,2017-06
PFS127043,211511,2017-01-16,Google Women's Short Sleeve Hero Tee Grey,Same Day,13,5.3,0.0,13.5,68.95,68.95,Wrap Bag,9.45,0.34,2017-01-17,Apparel,73.32,100922555,Karen Seio,Atlantic,Home Office,40.77,Referral,2017-01
PFS127064,211512,2017-10-02,Android Men's Vintage Tank,Medium,13,5.46,0.09,5.25,70.98,70.98,Small Box,3.68,0.56,2017-10-08,Apparel,55.0,100922554,Patrick Jones,Atlantic,Small Business,34.8,Other,2017-10
PFS127059,211513,2017-11-05,Sport Bag,Medium,14,75.5,0.06,5.25,1056.99,1056.99,Medium Box,3.68,1.18,2017-11-11,Bags,62.86,100922553,Quincy Jones,Atlantic,Consumer,659.57,Referral,2017-11
PFS127103,211514,2017-02-27,YouTube Men's Vintage Tank,Medium,19,45.8,0.08,5.25,870.16,870.16,Small Box,3.68,0.56,2017-03-05,Apparel,68.5,100922552,Lori Olson,Atlantic,Small Business,591.82,Other,2017-02
PFS127066,211515,2017-05-05,Google Men's Short Sleeve Badge Tee Charcoal,Very Low,18,5.9,0.03,1.67,106.24,106.24,Small Box,1.17,0.56,2017-05-15,Apparel,30.58,100922551,Ionia McGrath,Atlantic,Consumer,30.76,Google Organic,2017-05
PFS127070,211516,2017-09-17,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,Very Low,8,35.9,0.0,2.33,287.22,287.22,Medium Box,1.63,1.18,2017-09-27,Apparel,68.68,100922550,Philip Fox,Ontario,Consumer,194.45,Other,2017-09
PFS127037,211517,2017-04-13,Google Women's Tee Grey,Critical,10,26.71,0.02,4.5,267.08,267.08,Wrap Bag,3.15,0.34,2017-04-15,Apparel,74.44,100922549,Dave Brooks,Ontario,Consumer,195.33,TikTok Ads,2017-04
PFS127063,211518,2017-05-14,Google Men's Vintage Tank,High,17,36.83,0.08,9.0,626.03,626.03,Small Box,6.3,0.56,2017-05-17,Apparel,42.06,100922548,Jason Fortune,Ontario,Consumer,256.44,Other,2017-05
PFS127040,211519,2017-02-17,Google Stylus Pen w/ LED Light,Medium,12,46.93,0.1,6.0,563.15,563.15,Medium Box,4.2,1.18,2017-02-23,Office,67.28,100922547,Grant Donatelli,Ontario,Consumer,373.51,Other,2017-02
PFS127053,211520,2017-11-11,Google Metallic Notebook Set,Low,19,56.93,0.05,3.5,1081.65,1081.65,Small Box,2.45,0.56,2017-11-19,Office,30.58,100922546,Kean Thornton,Ontario,Consumer,327.76,Referral,2017-11
PFS127105,211521,2017-07-19,Google Women's Short Sleeve Performance Tee Pewter,Low,2,37.15,0.07,2.0,74.3,74.3,Small Box,1.4,0.56,2017-07-27,Apparel,67.28,100922545,Alejandro Savely,Ontario,Consumer,48.03,Instagram Ads,2017-07
PFS127095,211522,2017-01-15,Waze Mobile Phone Vent Mount,Same Day,16,27.72,0.06,15.75,443.55,443.55,Small Pack,11.03,0.38,2017-01-16,Waze,84.12,100922544,Alan Schoenberger,Ontario,Consumer,361.72,Other,2017-01
PFS127086,211523,2017-12-23,YouTube Men's Vintage Henley,Low,20,18.63,0.02,2.0,372.64,372.64,Small Box,1.4,0.56,2017-12-31,Apparel,68.5,100922543,Kristen Hastings,Ontario,Consumer,253.3,Other,2017-12
PFS127013,211524,2017-04-26,Waze Dress Socks,Medium,4,21.1,0.08,4.5,84.41,84.41,Wrap Bag,3.15,0.34,2017-05-02,Waze,36.66,100922542,Denny Joy,Ontario,Small Business,27.46,Referral,2017-04
PFS127044,211525,2017-12-15,Google Twill Cap,High,1,22.12,0.06,7.0,22.12,22.12,Small Box,4.9,0.56,2017-12-18,Apparel,72.68,100922541,Benjamin Patterson,Ontario,Home Office,10.61,Google Organic,2017-12
PFS127054,211526,2017-10-27,Android Rise 14 oz Mug,Critical,20,23.7,0.03,10.5,474.04,474.04,Small Box,7.35,0.56,2017-10-29,Drinkware,76.08,100922540,Steven Roelle,Ontario,Consumer,352.74,Other,2017-10
PFS127048,211527,2017-09-13,Google Women's Short Sleeve Performance Tee Charcoal,Very Low,13,44.3,0.06,1.33,575.9,575.9,Small Pack,0.93,0.38,2017-09-23,Apparel,89.04,100922539,Clytie Kelty,Ontario,Consumer,511.47,Other,2017-09
PFS127020,211528,2017-08-10,Google Women's Short Sleeve Hero Tee White,Same Day,21,15.6,0.07,13.5,327.6,327.6,Jumbo Box,9.45,2.96,2017-08-11,Women's-T-Shirts,74.0,100922538,Troy Blackwell,Ontario,Consumer,230.01,Google Organic,2017-08
PFS127089,211529,2017-07-09,Google Women's Fleece Hoodie,Low,14,15.77,0.04,2.5,220.77,220.77,Small Box,1.75,0.56,2017-07-17,Apparel,84.12,100922537,Kalyca Meade,Ontario,Consumer,183.4,Instagram Ads,2017-07
PFS127081,211530,2017-02-16,Google Women's Performance Golf Polo Blue,Medium,2,16.34,0.06,5.25,32.68,32.68,Large Box,3.68,1.48,2017-02-22,Apparel,61.16,100922536,Bruce Degenhardt,Ontario,Home Office,14.83,Google Ads,2017-02
PFS127072,211531,2017-01-29,Google Large Standard Journal Navy,High,11,16.65,0.06,5.0,183.18,183.18,Small Box,3.5,0.56,2017-02-01,Office,68.26,100922535,Jessica Myrick,Ontario,Corporate,120.98,Google Ads,2017-01
PFS127087,211532,2017-03-03,Google Infant Short Sleeve Tee White,Critical,13,32.67,0.07,10.5,424.67,424.67,Medium Box,7.35,1.18,2017-03-05,Apparel,84.12,100922534,Don Weiss,Ontario,Consumer,348.71,Other,2017-03
PFS127097,211533,2017-05-01,Google Infant Short Sleeve Tee Red,Very Low,2,19.67,0.1,1.67,39.33,39.33,Jumbo Drum,1.17,5.42,2017-05-11,Apparel,76.08,100922533,Erica Hackney,Ontario,Small Business,23.34,Other,2017-05
PFS127119,211534,2017-01-24,Android Infant Short Sleeve Tee Pewter,Same Day,12,41.5,0.03,20.25,498.01,498.01,Small Box,14.18,0.56,2017-01-25,Apparel,72.68,100922532,Art Foster,Ontario,Consumer,347.21,Referral,2017-01
PFS127121,211535,2017-11-07,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Medium,4,47.5,0.04,3.0,190.0,190.0,Small Box,2.1,0.56,2017-11-13,Apparel,94.0,100922531,Maureen Fritzler,Ontario,Consumer,175.94,Instagram Ads,2017-11
PFS127092,211536,2017-09-21,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Medium,3,18.41,0.02,2.25,55.22,55.22,Large Box,1.58,1.48,2017-09-27,Apparel,92.16,100922530,Joe Kamberova,Ontario,Small Business,47.84,Instagram Ads,2017-09
PFS127057,211537,2017-07-05,Google Youth Short Sleeve Tee Red,Medium,7,19.75,0.04,4.5,138.23,138.23,Small Box,3.15,0.56,2017-07-11,Apparel,68.68,100922529,Max Jones,Ontario,Home Office,91.22,Other,2017-07
PFS127060,211538,2017-03-25,Google Women's Short Sleeve Hero Tee Heather,Very Low,17,19.75,0.1,2.67,335.7,335.7,Small Box,1.87,0.56,2017-04-04,Apparel,59.06,100922528,Ken Brennan,Ontario,Consumer,195.83,Facebook Ads,2017-03
PFS127090,211539,2017-08-03,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Very Low,16,19.88,0.1,2.33,318.03,318.03,Large Box,1.63,1.48,2017-08-13,Apparel,76.08,100922527,Darrin Martin,Ontario,Consumer,238.85,TikTok Ads,2017-08
PFS127091,211540,2017-06-09,Google Men's Airflow 1/4 Zip Pullover Lapis,Critical,20,20.48,0.1,13.5,409.5,409.5,Small Box,9.45,0.56,2017-06-11,Apparel,84.12,100922526,Greg Hansen,Ontario,Corporate,334.46,Instagram Ads,2017-06
PFS127108,211541,2017-03-01,Google Men's Lightweight Microfleece Jacket Black,High,17,20.48,0.02,7.0,348.08,348.08,Wrap Bag,4.9,0.34,2017-03-04,Women's-T-Shirts,84.12,100922525,Todd Sumrall,Ontario,Corporate,287.56,Referral,2017-03
PFS127041,211542,2017-08-02,Android BTTF Cosmos Graphic Tee,Medium,21,20.79,0.06,4.5,436.53,436.53,Small Box,3.15,0.56,2017-08-08,Apparel,64.96,100922524,Ryan Akin,Ontario,Home Office,279.86,TikTok Ads,2017-08
PFS127052,211543,2017-07-29,Android BTTF Moonshot Graphic Tee,Low,10,20.79,0.0,3.0,207.87,207.87,Large Box,2.1,1.48,2017-08-06,Apparel,42.0,100922523,Odella Nelson,Ontario,Consumer,83.73,Other,2017-07
PFS127073,211544,2017-07-14,Android Men's Outerstellar Short Sleeve Tee Black,Low,19,20.79,0.03,3.0,394.95,394.95,Jumbo Drum,2.1,5.42,2017-07-22,Apparel,62.44,100922522,Stephanie Ulpright,Ontario,Consumer,239.09,TikTok Ads,2017-07
PFS127098,211545,2017-09-03,Google Snapback Black Cap,Same Day,2,20.79,0.04,15.75,41.57,41.57,Small Box,11.03,0.56,2017-09-04,Headgear,73.32,100922521,Cathy Prescott,Ontario,Consumer,18.89,Other,2017-09
PFS127114,211546,2017-07-15,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Low,13,21.94,0.06,3.5,285.27,285.27,Small Box,2.45,0.56,2017-07-23,Apparel,84.12,100922520,Lindsay Shagiari,Ontario,Consumer,236.96,Facebook Ads,2017-07
PFS127120,211547,2017-08-17,Google Men's Quilted Insulated Vest Battleship Grey,Medium,1,21.94,0.09,5.25,21.94,21.94,Small Box,3.68,0.56,2017-08-23,Apparel,69.66,100922519,Laura Armstrong,Ontario,Consumer,11.05,Google Organic,2017-08
PFS127046,211548,2017-12-18,Waze Pack of 9 Decal Set,High,7,22.09,0.04,5.0,154.61,154.61,Jumbo Box,3.5,2.96,2017-12-21,Accessories,68.68,100922518,Denny Blanton,Ontario,Consumer,99.72,Other,2017-12
PFS127115,211549,2017-01-12,Google Men's Quilted Insulated Vest Black,Critical,8,22.75,0.05,10.5,182.0,182.0,Large Box,7.35,1.48,2017-01-14,Apparel,76.08,100922517,Pamela Coakley,Ontario,Home Office,129.64,Google Organic,2017-01
PFS127083,211550,2017-03-23,Google Men's Bayside Graphic Tee,Very Low,18,23.39,0.09,1.0,420.97,420.97,Small Box,0.7,0.56,2017-04-02,Apparel,72.68,100922516,Karen Daniels,Ontario,Small Business,304.7,Google Ads,2017-03
PFS127068,211551,2017-04-23,Google Men's Performance Polo Grey/Black,Same Day,15,35.1,0.02,20.25,526.5,526.5,Wrap Bag,14.18,0.34,2017-04-24,Apparel,73.32,100922515,Ben Ferrer,Ontario,Consumer,371.52,Google Ads,2017-04
PFS127096,211552,2017-09-18,Waze Men's Short Sleeve Tee,Low,1,37.03,0.0,4.0,37.03,37.03,Small Box,2.8,0.56,2017-09-26,Waze,74.44,100922514,Vivek Grady,Ontario,Small Business,24.2,Instagram Ads,2017-09
PFS127127,211553,2017-02-22,Waze Women's Short Sleeve Tee,Medium,17,37.03,0.06,5.25,629.52,629.52,Jumbo Box,3.68,2.96,2017-02-28,Waze,54.0,100922513,Matt Connell,Ontario,Consumer,333.3,Other,2017-02
PFS127122,211554,2017-11-12,Google Women's Convertible Vest-Jacket Sea Foam Green,High,15,38.61,0.02,4.0,579.15,579.15,Small Box,2.8,0.56,2017-11-15,Apparel,91.0,100922512,Jay Kimmel,Ontario,Consumer,523.66,Other,2017-11
PFS127079,211555,2017-09-19,Google Youth Baseball Raglan Heather/Black,Critical,16,38.98,0.06,10.5,623.69,623.69,Wrap Bag,7.35,0.34,2017-09-21,Apparel,62.28,100922511,Guy Phonely,Ontario,Consumer,380.75,TikTok Ads,2017-09
PFS127093,211556,2017-04-04,Google Women's Shell Jacket Blue/Black,Very Low,7,41.69,0.05,1.33,291.84,291.84,Wrap Bag,0.93,0.34,2017-04-14,Apparel,84.12,100922510,Mick Hernandez,Ontario,Consumer,244.22,Instagram Ads,2017-04
PFS127019,211557,2017-09-25,Google Women's Long Sleeve Blended Cardigan Charcoal,Same Day,19,42.9,0.04,13.5,815.1,815.1,Small Box,9.45,0.56,2017-09-26,Women's-Outerwear,82.0,100922509,Robert Marley,Ontario,Consumer,658.37,Referral,2017-09
PFS127126,211558,2017-09-14,Men's Softshell Jacket Black/Grey,Medium,16,46.64,0.09,5.25,746.3,746.3,Small Box,3.68,0.56,2017-09-20,Apparel,69.0,100922508,Bill Overfelt,Ontario,Consumer,510.71,TikTok Ads,2017-09
PFS127085,211559,2017-01-27,Google Women's Softshell Jacket Black/Grey,Medium,16,45.1,0.0,5.25,721.6,721.6,Small Box,3.68,0.56,2017-02-02,Apparel,68.68,100922507,Xylona Price,Ontario,Consumer,491.36,Google Organic,2017-01
PFS127117,211560,2017-10-28,Google Men's Performance 1/4 Zip Pullover Heather/Black,Medium,20,35.75,0.02,3.0,715.0,715.0,Small Box,2.1,0.56,2017-11-03,Apparel,73.32,100922506,Herbert Flentye,Ontario,Consumer,521.58,TikTok Ads,2017-10
PFS127099,211561,2017-12-05,"Google High Capacity 10,400mAh Charger",Very Low,9,76.69,0.03,2.0,690.18,690.18,Large Box,1.4,1.48,2017-12-15,Nest,73.32,100922505,Steve Nguyen,Ontario,Consumer,503.16,Facebook Ads,2017-12
PFS127084,211562,2017-03-06,Google Rucksack,Very Low,20,85.24,0.0,1.67,1704.82,1704.82,Small Box,1.17,0.56,2017-03-16,Women's-T-Shirts,69.66,100922504,Sandra Flanagan,Ontario,Small Business,1185.85,Facebook Ads,2017-03
PFS127015,211563,2017-10-13,Nest® Protect Smoke + CO White Battery Alarm-USA,Critical,11,102.7,0.05,10.5,1129.7,1129.7,Jumbo Box,7.35,2.96,2017-10-15,Nest,34.83,100922503,Jane Waco,Ontario,Home Office,383.16,Facebook Ads,2017-10
PFS127017,211564,2017-12-01,Nest® Protect Smoke + CO White Wired Alarm-USA,High,20,102.7,0.02,5.0,2054.0,2054.0,Small Box,3.5,0.56,2017-12-04,Nest,34.25,100922502,Sally Hughsby,Ontario,Consumer,699.43,TikTok Ads,2017-12
PFS127118,211565,2017-05-28,25L Classic Rucksack,Medium,1,103.99,0.02,5.25,103.99,103.99,Small Box,3.68,0.56,2017-06-03,Backpacks,73.32,100922501,Sam Zeldin,Ontario,Consumer,72.01,TikTok Ads,2017-05
PFS127078,211566,2017-02-02,Google Alpine Style Backpack,Low,3,119.59,0.04,2.5,358.76,358.76,Jumbo Box,1.75,2.96,2017-02-10,Bags,80.0,100922500,Alejandro Grove,Ontario,Consumer,282.3,Google Ads,2017-02
PFS127027,211567,2017-11-25,Nest® Thermostat E - USA,Low,10,128.7,0.01,4.5,1287.0,1287.0,Small Box,3.15,0.56,2017-12-03,Backpacks,67.28,100922499,John Lucas,Ontario,Consumer,862.18,Instagram Ads,2017-11
PFS127124,211568,2017-02-08,Nest® Protect Smoke + CO White Battery Alarm - CA,Same Day,18,135.2,0.02,9.0,2433.6,2433.6,Large Box,6.3,1.48,2017-02-09,Nest,77.0,100922498,Harold Ryan,Ontario,Home Office,1866.09,Other,2017-02
PFS127028,211569,2017-06-01,Nest® Cam Outdoor Security Camera - USA,Low,7,154.7,0.0,1.5,1082.9,1082.9,Medium Box,1.05,1.18,2017-06-09,Nest,64.96,100922497,Jim Kriz,Ontario,Corporate,701.22,Google Organic,2017-06
PFS127042,211570,2017-08-29,Nest® Cam Indoor Security Camera - USA,Medium,7,154.7,0.03,4.5,1082.9,1082.9,Small Box,3.15,0.56,2017-09-04,Nest,62.86,100922496,Kean Nguyen,Ontario,Consumer,677.0,Google Organic,2017-08
PFS127110,211571,2017-12-28,Google Rolltop Backpack Blue,High,10,175.49,0.0,8.0,1754.87,1754.87,Medium Box,5.6,1.18,2017-12-31,Bags,84.12,100922495,Arthur Prichep,Ontario,Small Business,1469.42,Facebook Ads,2017-12
PFS127009,211572,2017-09-14,"7"" Dog Frisbee",Critical,2,40.95,0.0,10.5,81.9,81.9,Jumbo Drum,7.35,5.42,2017-09-16,Pet,42.06,100922494,Stuart Calhoun,Ontario,Consumer,21.68,Other,2017-09
PFS127010,211573,2017-09-01,Google Infant Short Sleeve Tee Green,Very Low,10,23.7,0.0,1.33,237.02,237.02,Small Box,0.93,0.56,2017-09-11,Infant,38.04,100922493,Arthur Gainer,Quebec,Consumer,88.67,Google Ads,2017-09
PFS127011,211574,2017-04-08,BLM Sweatshirt,Same Day,13,24.3,0.09,13.5,315.9,315.9,Small Box,9.45,0.56,2017-04-09,Apparel,37.22,100922492,Shirley Daniels,Quebec,Small Business,107.57,Other,2017-04
PFS127025,211575,2017-08-27,Google Baby Essentials Set,Low,2,15.6,0.07,2.5,31.2,31.2,Medium Box,1.75,1.18,2017-09-04,Infant,69.66,100922491,Nora Price,Quebec,Home Office,18.81,TikTok Ads,2017-08
PFS127026,211576,2017-06-21,Google 17oz Stainless Steel Sport Bottle,Medium,14,15.77,0.07,5.25,220.77,220.77,Small Pack,3.68,0.38,2017-06-27,Water Bottles,68.5,100922490,Ted Butterfield,Quebec,Consumer,147.17,Other,2017-06
PFS127038,211577,2017-03-24,Google Women's Short Sleeve Hero Tee Black,High,20,16.34,0.07,5.0,326.82,326.82,Small Box,3.5,0.56,2017-03-27,Women's-T-Shirts,73.32,100922489,Toby Carlisle,Quebec,Consumer,235.56,TikTok Ads,2017-03
PFS127047,211578,2017-09-17,Waze Mood Ninja Window Decal,Critical,19,16.65,0.09,10.5,316.41,316.41,Small Box,7.35,0.56,2017-09-19,Stickers,68.5,100922488,Michael Chen,Quebec,Corporate,208.83,Referral,2017-09
PFS127055,211579,2017-02-24,Android Women's Long Sleeve Blended Cardigan Grey,Very Low,17,19.67,0.07,1.67,334.34,334.34,Large Box,1.17,1.48,2017-03-06,Women's-Outerwear,73.32,100922487,Lindsay Castell,Quebec,Corporate,242.49,TikTok Ads,2017-02
PFS127056,211580,2017-12-29,Android Women's Short Sleeve Hero Tee Black,Same Day,8,17.67,0.04,20.25,141.34,141.34,Small Box,14.18,0.56,2017-12-30,Women's-T-Shirts,73.32,100922486,Dionis Lloyd,Quebec,Home Office,88.89,TikTok Ads,2017-12
PFS127058,211581,2017-08-23,Google Women's Performance Full Zip Jacket Black,Medium,13,41.5,0.04,3.0,539.51,539.51,Small Box,2.1,0.56,2017-08-29,Women's-Outerwear,68.26,100922485,Tony Sayre,Quebec,Consumer,365.6,Google Organic,2017-08
PFS127065,211582,2017-04-20,Waze Women's Typography Short Sleeve Tee,Medium,13,47.5,0.03,2.25,617.51,617.51,Wrap Bag,1.58,0.34,2017-04-26,Apparel,37.22,100922484,Sarah Brown,Quebec,Consumer,227.92,Referral,2017-04
PFS127069,211583,2017-06-19,Google Women's Recycled Fabric Tee,Medium,1,18.41,0.1,4.5,18.41,18.41,Medium Box,3.15,1.18,2017-06-25,Women's-T-Shirts,72.68,100922483,Justin MacKendrick,Quebec,Consumer,9.05,Google Organic,2017-06
PFS127074,211584,2017-05-09,Google Men's Vintage Badge Tee White,Very Low,19,19.75,0.07,2.67,375.19,375.19,Small Pack,1.87,0.38,2017-05-19,Men's-Performance Wear,62.28,100922482,Carol Triggs,Quebec,Consumer,231.43,Other,2017-05
